"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
2920,50,0,0,"Thayngen SH","Thayngen (SH)","Thayngen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2931,50,0,0,"Bargen SH","Bargen (SH)","Bargen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2932,50,0,0,"Beringen SH","Beringen (SH)","Beringen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2933,50,0,0,"Buchberg SH","Buchberg (SH)","Buchberg SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2936,50,0,0,"Merishausen SH","Merishausen (SH)","Merishausen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2937,50,0,0,"Neuhausen am Rheinfall SH","Neuhausen am Rheinfall (SH)","Neuhausen am Rheinfall SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2938,50,0,0,"Rüdlingen SH","Rüdlingen (SH)","Rüdlingen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2939,50,0,0,"Schaffhausen SH","Schaffhouse (SH)","Sciaffusa SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2951,50,0,0,"Beggingen SH","Beggingen (SH)","Beggingen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2952,50,0,0,"Schleitheim SH","Schleitheim (SH)","Schleitheim SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2953,50,0,0,"Siblingen SH","Siblingen (SH)","Siblingen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2961,50,0,0,"Buch SH","Buch (SH)","Buch SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2962,50,0,0,"Hemishofen SH","Hemishofen (SH)","Hemishofen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2963,50,0,0,"Ramsen SH","Ramsen (SH)","Ramsen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2964,50,0,0,"Stein am Rhein SH","Stein am Rhein (SH)","Stein am Rhein SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2971,50,0,0,"Hallau SH","Hallau (SH)","Hallau SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2972,50,0,0,"Oberhallau SH","Oberhallau (SH)","Oberhallau SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2973,50,0,0,"Trasadingen SH","Trasadingen (SH)","Trasadingen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
2974,50,0,0,"Wilchingen SH","Wilchingen (SH)","Wilchingen SH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
3001,50,0,0,"Herisau AR","Herisau (AR)","Herisau AR","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
3002,28,28,72,"Hundwil AR","Hundwil (AR)","Hundwil AR","In Hundwil hat die Änderung des Covid-19-Gesetzes keine Mehrheit gefunden: 72 Prozent haben es abgelehnt. Damit hat Hundwil bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","C'est non à la nouvelle modification de la loi Covid-19 à Hundwil. Les habitants ont refusé le texte à 72 pour cent. Hundwil a refusé les trois votations concernant la loi Covid.","A Hundwil i cittadini hanno respinto, con il 72 percento dei voti, la legge COVID-19. A Hundwil la legge Covid è stata bocciata in tutte e tre le votazioni."
3003,24.1,24.1,75.9,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","75,9 Prozent Stimmbürgerinnen und Stimmbürger von Schönengrund haben Nein gesagt zur Änderung des Covid-19-Gesetzes. Damit hat Schönengrund bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","A Schönengrund, les citoyens rejettent à 75,9 pour cent la nouvelle modification de la loi Covid-19. Schönengrund a refusé les trois votations concernant la loi Covid.","I cittadini di Schönengrund si sono espressi contro la legge COVID-19. Il testo è stato respinto con il 75,9 percento dei voti. A Schönengrund la legge Covid è stata bocciata in tutte e tre le votazioni."
3004,33.4,33.4,66.6,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Die Gemeinde Schwellbrunn ist gegen die Änderung des Covid-19-Gesetzes: Sie hat die Vorlage mit 66,6 Prozent Nein verworfen. Damit hat Schwellbrunn bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","La nouvelle modification de la loi Covid-19 est refusée à 66,6 pour cent à Schwellbrunn. Schwellbrunn a refusé les trois votations concernant la loi Covid.","Nel comune di Schwellbrunn la legge COVID-19 è stata bocciata con il 66,6 percento dei voti. A Schwellbrunn la legge Covid è stata bocciata in tutte e tre le votazioni."
3005,48.5,48.5,51.5,"Stein AR","Stein (AR)","Stein AR","51,5 Prozent Stimmbürgerinnen und Stimmbürger von Stein AR haben Nein gesagt zur Änderung des Covid-19-Gesetzes. Damit hat Stein AR bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","A Stein (AR), les citoyens rejettent à 51,5 pour cent la nouvelle modification de la loi Covid-19. Stein (AR) a refusé les trois votations concernant la loi Covid.","I cittadini di Stein AR si sono espressi contro la legge COVID-19. Il testo è stato respinto con il 51,5 percento dei voti. A Stein AR la legge Covid è stata bocciata in tutte e tre le votazioni."
3006,35.2,35.2,64.8,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Die Gemeinde Urnäsch ist gegen die Änderung des Covid-19-Gesetzes: Sie hat die Vorlage mit 64,8 Prozent Nein verworfen. Damit hat Urnäsch bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","La nouvelle modification de la loi Covid-19 est refusée à 64,8 pour cent à Urnäsch. Urnäsch a refusé les trois votations concernant la loi Covid.","Nel comune di Urnäsch la legge COVID-19 è stata bocciata con il 64,8 percento dei voti. A Urnäsch la legge Covid è stata bocciata in tutte e tre le votazioni."
3007,50.7,50.7,49.3,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","50,7 Prozent der Stimmbürgerinnen und Stimmbürger von Waldstatt haben Ja gesagt zur Änderung des Covid-19-Gesetzes. Damit hat in Waldstatt ein Meinungsumschwung stattgefunden. Die letzten beiden Covid-19-Abstimmungen im November 2021 und im Juni 2021 hatte Waldstatt noch abgelehnt.","Les citoyens de Waldstatt acceptent avec 50,7 pour cent de oui la nouvelle modification de la loi Covid-19. C'est la première fois que Waldstatt approuve une loi sur le Covid. Elle avait voté non lors des deux précédents scrutins sur cette question, respectivement en juin et en novembre 2021.","Con il 50,7 percento di ""sì"", i cittadini del comune di Waldstatt hanno accolto la legge COVID-19. A Waldstatt le legge Covid era stata bocciata in due occasioni nelle votazioni passare."
3021,45.5,45.5,54.5,"Bühler AR","Bühler (AR)","Bühler AR","In Bühler hat die Änderung des Covid-19-Gesetzes keine Mehrheit gefunden: 54,5 Prozent haben es abgelehnt. Damit hat Bühler bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","C'est non à la nouvelle modification de la loi Covid-19 à Bühler. Les habitants ont refusé le texte à 54,5 pour cent. Bühler a refusé les trois votations concernant la loi Covid.","A Bühler i cittadini hanno respinto, con il 54,5 percento dei voti, la legge COVID-19. A Bühler la legge Covid è stata bocciata in tutte e tre le votazioni."
3022,50.7,50.7,49.3,"Gais AR","Gais (AR)","Gais AR","Die Änderung des Covid-19-Gesetzes ist in Gais mit 532 Ja zu 518 Nein angenommen worden. Das entspricht 50,7 Prozent der Stimmen. Bei der letzten Covid-19-Abstimmung im November 2021 hatte Gais ebenfalls Ja gesagt, bei der ersten im Juni 2021 hingegen Nein.","La nouvelle modification de loi Covid-19 est approuvée à Gais par 50,7 pour cent des votants. Gais a accepté les deux dernières votations sur la loi Covid, mais pas la première.","I cittadini di Gais si sono espressi a favore della legge COVID-19. Il testo è stato approvato con il 50,7 percento dei voti. A Gais le legge Covid era stata bocciata in un'occasione nelle votazioni passare."
3023,60.4,60.4,39.6,"Speicher AR","Speicher (AR)","Speicher AR","Ja zur Änderung des Covid-19-Gesetzes: Speicher hat die Vorlage mit 60,4 Prozent der Stimmen angenommen. Damit hat Speicher alle drei bisherigen Covid-Abstimmungen angenommen.","Les habitants de Speicher soutiennent à 60,4 pour cent la nouvelle modification de la loi Covid-19. Speicher a approuvé les trois votations concernant la loi Covid.","A Speicher i cittadini hanno accolto, con il 60,4 percento dei voti, la legge COVID-19. A Speicher la legge Covid è stata approvata in tutte e tre le votazioni."
3024,60.4,60.4,39.6,"Teufen AR","Teufen (AR)","Teufen AR","60,4 Prozent der Stimmbürgerinnen und Stimmbürger von Teufen AR haben für die Änderung des Covid-19-Gesetzes gestimmt. Damit hat Teufen AR alle drei bisherigen Covid-Abstimmungen angenommen.","A Teufen (AR), les citoyens disent oui à  60,4 pour cent à la nouvelle modification de la loi Covid-19. Teufen (AR) a approuvé les trois votations concernant la loi Covid.","Nel comune di Teufen AR la legge COVID-19 è stata approvata con il 60,4 percento dei voti. A Teufen AR la legge Covid è stata approvata in tutte e tre le votazioni."
3025,57.5,57.5,42.5,"Trogen AR","Trogen (AR)","Trogen AR","Trogen hat mit 57,5 Prozent Ja gesagt zur Änderung des Covid-19-Gesetzes. Damit hat Trogen alle drei bisherigen Covid-Abstimmungen angenommen.","La population de Trogen approuve à 57,5 pour cent la nouvelle modification de la loi Covid-19. Trogen a approuvé les trois votations concernant la loi Covid.","Nel comune di Trogen la legge COVID-19 è stata accettata con il 57,5 percento dei voti. A Trogen la legge Covid è stata approvata in tutte e tre le votazioni."
3031,54.1,54.1,45.9,"Grub AR","Grub (AR)","Grub AR","Grub AR hat der Änderung des Covid-19-Gesetzes zugestimmt und zwar mit 164 Ja zu 139 Nein. Das entspricht einem Ja-Stimmen-Anteil von 54,1 Prozent. Damit hat in Grub AR ein Meinungsumschwung stattgefunden. Die letzten beiden Covid-19-Abstimmungen im November 2021 und im Juni 2021 hatte Grub AR noch abgelehnt.","La nouvelle modification de la loi Covid-19 passe la rampe avec 54,1 pour cent de oui à Grub (AR). C'est la première fois que Grub (AR) approuve une loi sur le Covid. Elle avait voté non lors des deux précédents scrutins sur cette question, respectivement en juin et en novembre 2021.","Da Grub AR è arrivato un ""sì"" alle urne per la legge COVID-19. I cittadini hanno accolto il testo con il 54,1 percento dei voti. A Grub AR le legge Covid era stata bocciata in due occasioni nelle votazioni passare."
3032,55.6,55.6,44.4,"Heiden AR","Heiden (AR)","Heiden AR","Ja zur Änderung des Covid-19-Gesetzes: Heiden hat die Vorlage mit 55,6 Prozent der Stimmen angenommen. Damit hat Heiden alle drei bisherigen Covid-Abstimmungen angenommen.","Les habitants de Heiden soutiennent à 55,6 pour cent la nouvelle modification de la loi Covid-19. Heiden a approuvé les trois votations concernant la loi Covid.","A Heiden i cittadini hanno accolto, con il 55,6 percento dei voti, la legge COVID-19. A Heiden la legge Covid è stata approvata in tutte e tre le votazioni."
3033,41.8,41.8,58.2,"Lutzenberg AR","Lutzenberg (AR)","Lutzenberg AR","Mit 252 Nein- zu 181 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Lutzenberg die Änderung des Covid-19-Gesetzes abgelehnt. Das entspricht 58,2 Prozent. Damit hat Lutzenberg bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","La population de Lutzenberg rejette à 58,2 pour cent des voix la nouvelle modification de la loi Covid-19. Lutzenberg a refusé les trois votations concernant la loi Covid.","Con il 58,2 percento di ""no"", i cittadini del comune di Lutzenberg hanno respinto la legge COVID-19. A Lutzenberg la legge Covid è stata bocciata in tutte e tre le votazioni."
3034,56,56,44,"Rehetobel AR","Rehetobel (AR)","Rehetobel AR","Die Änderung des Covid-19-Gesetzes ist in Rehetobel mit 376 Ja zu 296 Nein angenommen worden. Das entspricht 56 Prozent der Stimmen. Damit hat Rehetobel alle drei bisherigen Covid-Abstimmungen angenommen.","La nouvelle modification de loi Covid-19 est approuvée à Rehetobel par 56 pour cent des votants. Rehetobel a approuvé les trois votations concernant la loi Covid.","I cittadini di Rehetobel si sono espressi a favore della legge COVID-19. Il testo è stato approvato con il 56 percento dei voti. A Rehetobel la legge Covid è stata approvata in tutte e tre le votazioni."
3035,44.1,44.1,55.9,"Reute AR","Reute (AR)","Reute AR","55,9 Prozent Stimmbürgerinnen und Stimmbürger von Reute AR haben Nein gesagt zur Änderung des Covid-19-Gesetzes. Damit hat Reute AR bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","A Reute (AR), les citoyens rejettent à 55,9 pour cent la nouvelle modification de la loi Covid-19. Reute (AR) a refusé les trois votations concernant la loi Covid.","I cittadini di Reute AR si sono espressi contro la legge COVID-19. Il testo è stato respinto con il 55,9 percento dei voti. A Reute AR la legge Covid è stata bocciata in tutte e tre le votazioni."
3036,45.3,45.3,54.7,"Wald AR","Wald (AR)","Wald AR","Die Änderung des Covid-19-Gesetzes ist in Wald AR mit 54,7 Prozent abgelehnt worden. Damit hat Wald AR bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","La nouvelle modification de la loi Covid-19 n'a pas convaincu à Wald (AR). Les citoyens de la commune ont refusé le texte à 54,7 pour cent. Wald (AR) a refusé les trois votations concernant la loi Covid.","Da Wald AR è arrivato un ""no"" alle urne per la legge COVID-19. I cittadini hanno bocciato il testo con il 54,7 percento dei voti. A Wald AR la legge Covid è stata bocciata in tutte e tre le votazioni."
3037,41.4,41.4,58.6,"Walzenhausen AR","Walzenhausen (AR)","Walzenhausen AR","58,6 Prozent Stimmbürgerinnen und Stimmbürger von Walzenhausen haben Nein gesagt zur Änderung des Covid-19-Gesetzes. Damit hat Walzenhausen bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","A Walzenhausen, les citoyens rejettent à 58,6 pour cent la nouvelle modification de la loi Covid-19. Walzenhausen a refusé les trois votations concernant la loi Covid.","I cittadini di Walzenhausen si sono espressi contro la legge COVID-19. Il testo è stato respinto con il 58,6 percento dei voti. A Walzenhausen la legge Covid è stata bocciata in tutte e tre le votazioni."
3038,37.7,37.7,62.3,"Wolfhalden AR","Wolfhalden (AR)","Wolfhalden AR","In Wolfhalden hat die Änderung des Covid-19-Gesetzes keine Mehrheit gefunden: 62,3 Prozent haben es abgelehnt. Damit hat Wolfhalden bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","C'est non à la nouvelle modification de la loi Covid-19 à Wolfhalden. Les habitants ont refusé le texte à 62,3 pour cent. Wolfhalden a refusé les trois votations concernant la loi Covid.","A Wolfhalden i cittadini hanno respinto, con il 62,3 percento dei voti, la legge COVID-19. A Wolfhalden la legge Covid è stata bocciata in tutte e tre le votazioni."
3101,52.6,52.6,47.4,"Appenzell AI","Appenzell (AI)","Appenzello AI","Mit 52,6 Prozent Ja hat sich Appenzell für die Änderung des Covid-19-Gesetzes ausgesprochen. Damit hat in Appenzell ein Meinungsumschwung stattgefunden. Die letzten beiden Covid-19-Abstimmungen im November 2021 und im Juni 2021 hatte Appenzell noch abgelehnt.","Appenzell dit oui à 52,6 pour cent à la nouvelle modification de la loi Covid-19. C'est la première fois que Appenzell approuve une loi sur le Covid. Elle avait voté non lors des deux précédents scrutins sur cette question, respectivement en juin et en novembre 2021.","Sì alla legge COVID-19 nel comune di Appenzello: i cittadini hanno approvato il testo con il 52,6 percento dei voti. A Appenzello le legge Covid era stata bocciata in due occasioni nelle votazioni passare."
3102,43.3,43.3,56.7,"Gonten AI","Gonten (AI)","Gonten AI","Die Änderung des Covid-19-Gesetzes ist in Gonten mit 56,7 Prozent abgelehnt worden. Damit hat Gonten bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","La nouvelle modification de la loi Covid-19 n'a pas convaincu à Gonten. Les citoyens de la commune ont refusé le texte à 56,7 pour cent. Gonten a refusé les trois votations concernant la loi Covid.","Da Gonten è arrivato un ""no"" alle urne per la legge COVID-19. I cittadini hanno bocciato il testo con il 56,7 percento dei voti. A Gonten la legge Covid è stata bocciata in tutte e tre le votazioni."
3104,39.6,39.6,60.4,"Schlatt-Haslen AI","Schlatt-Haslen (AI)","Schlatt-Haslen AI","Mit 154 Nein- zu 101 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Schlatt-Haslen die Änderung des Covid-19-Gesetzes abgelehnt. Das entspricht 60,4 Prozent. Damit hat Schlatt-Haslen bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","La population de Schlatt-Haslen rejette à 60,4 pour cent des voix la nouvelle modification de la loi Covid-19. Schlatt-Haslen a refusé les trois votations concernant la loi Covid.","Con il 60,4 percento di ""no"", i cittadini del comune di Schlatt-Haslen hanno respinto la legge COVID-19. A Schlatt-Haslen la legge Covid è stata bocciata in tutte e tre le votazioni."
3111,45,45,55,"Oberegg AI","Oberegg (AI)","Oberegg AI","Mit 348 Nein- zu 285 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Oberegg die Änderung des Covid-19-Gesetzes abgelehnt. Das entspricht 55 Prozent. Damit hat Oberegg bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","La population d'Oberegg rejette à 55 pour cent des voix la nouvelle modification de la loi Covid-19. Oberegg a refusé les trois votations concernant la loi Covid.","Con il 55 percento di ""no"", i cittadini del comune di Oberegg hanno respinto la legge COVID-19. A Oberegg la legge Covid è stata bocciata in tutte e tre le votazioni."
3112,47.5,47.5,52.5,"Schwende-Rüti AI","Schwende-Rüti (AI)","Schwende-Rüti AI","Nein zur Änderung des Covid-19-Gesetzes: Schwende-Rüti hat die Vorlage mit 52,5 Prozent Nein-Stimmen verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung über das Covid-Gesetz im Juni in Schwende-Rüti nicht möglich.","La nouvelle modification de la loi Covid-19 n'a pas trouvé grâce aux yeux des citoyens de Schwende-Rüti. Ils ont refusé le texte à 52,5 pour cent. Impossible de comparer les résultats des différentes votations sur la loi Covid. Et ce en raison de changements dans la structure de la commune.","Nel comune di Schwende-Rüti la legge COVID-19 è stata respinta con il 52,5 percento dei voti. Impossibile comparare il risultato odierno di Schwende-Rüti con quelli passati. Questo a causa di cambiamenti nella struttura comunale."
3201,47.8,47.8,52.2,"Häggenschwil SG","Häggenschwil (SG)","Häggenschwil SG","Nein zur Änderung des Covid-19-Gesetzes: Häggenschwil hat die Vorlage mit 52,2 Prozent Nein-Stimmen verworfen. Bei der letzten Covid-19-Abstimmung im November 2021 hatte Häggenschwil noch Ja gesagt, bei der ersten im Juni 2021 hingegen wie dieses Mal ebenfalls Nein.","La nouvelle modification de la loi Covid-19 n'a pas trouvé grâce aux yeux des citoyens de Häggenschwil. Ils ont refusé le texte à 52,2 pour cent. Seule la première modification de la loi Covid, acceptée en novembre 2021, a passé la rampe à Häggenschwil,. La première votation en juin 2021 et la dernière modification ont elles essuyé un refus.","Nel comune di Häggenschwil la legge COVID-19 è stata respinta con il 52,2 percento dei voti. A Häggenschwil le legge Covid era stata approvata in un'occasione nelle votazioni passare."
3202,48.1,48.1,51.9,"Muolen SG","Muolen (SG)","Muolen SG","Die Gemeinde Muolen ist gegen die Änderung des Covid-19-Gesetzes: Sie hat die Vorlage mit 51,9 Prozent Nein verworfen. Damit hat Muolen bereits zum dritten Mal eine Covid-19-Vorlage abgelehnt.","La nouvelle modification de la loi Covid-19 est refusée à 51,9 pour cent à Muolen. Muolen a refusé les trois votations concernant la loi Covid.","Nel comune di Muolen la legge COVID-19 è stata bocciata con il 51,9 percento dei voti. A Muolen la legge Covid è stata bocciata in tutte e tre le votazioni."
3203,50,0,0,"St. Gallen SG","Saint-Gall (SG)","San Gallo SG","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
3204,50,0,0,"Wittenbach SG","Wittenbach (SG)","Wittenbach SG","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I risultati di questo comune non sono ancora noti."
3211,61,61,39,"Berg SG","Berg (SG)","Berg SG","Berg SG hat mit 61 Prozent Ja gesagt zur Änderung des Covid-19-Gesetzes. Damit hat Berg SG alle drei bisherigen Covid-Abstimmungen angenommen.","La population de Berg (SG) approuve à 61 pour cent la nouvelle modification de la loi Covid-19. Berg (SG) a approuvé les trois votations concernant la loi Covid.","Nel comune di Berg SG la legge COVID-19 è stata accettata con il 61 percento dei voti. A Berg SG la legge Covid è stata approvata in tutte e tre le votazioni."
3212,55.8,55.8,44.2,"Eggersriet SG","Eggersriet (SG)","Eggersriet SG","Ja zur Änderung des Covid-19-Gesetzes: Eggersriet hat die Vorlage mit 55,8 Prozent der Stimmen angenommen. Damit hat Eggersriet alle drei bisherigen Covid-Abstimmungen angenommen.","Les habitants d'Eggersriet soutiennent à 55,8 pour cent la nouvelle modification de la loi Covid-19. Eggersriet a approuvé les trois votations concernant la loi Covid.","A Eggersriet i cittadini hanno accolto, con il 55,8 percento dei voti, la legge COVID-19. A Eggersriet la legge Covid è stata approvata in tutte e tre le votazioni."
3213,61.3,61.3,38.7,"Goldach SG","Goldach (SG)","Goldach SG","61,3 Prozent der Stimmbürgerinnen und Stimmbürger von Goldach haben Ja gesagt zur Änderung des Covid-19-Gesetzes. Damit hat Goldach alle drei bisherigen Covid-Abstimmungen angenommen.","Les citoyens de Goldach acceptent avec 61,3 pour cent de oui la nouvelle modification de la loi Covid-19. Goldach a approuvé les trois votations concernant la loi Covid.","Con il 61,3 percento di ""sì"", i cittadini del comune di Goldach hanno accolto la legge COVID-19. A Goldach la legge Covid è stata approvata in tutte e tre le votazioni."
3214,63.9,63.9,36.1,"Mörschwil SG","Mörschwil (SG)","Mörschwil SG","Mit 63,9 Prozent Ja hat sich Mörschwil für die Änderung des Covid-19-Gesetzes ausgesprochen. Damit hat Mörschwil alle drei bisherigen Covid-Abstimmungen angenommen.","Mörschwil dit oui à 63,9 pour cent à la nouvelle modification de la loi Covid-19. Mörschwil a approuvé les trois votations concernant la loi Covid.","Sì alla legge COVID-19 nel comune di Mörschwil: i cittadini hanno approvato il testo con il 63,9 percento dei voti. A Mörschwil la legge Covid è stata approvata in tutte e tre le votazioni."
